site_id,survey_id,static_descriptors_reef_id (archived field),reef_name,coordinates_in_decimal_degree_format,longitude_degrees,longitude_minutes,longitude_seconds,longitude_cardinal_direction,latitude_degrees,latitude_minutes,latitude_seconds,latitude_cardinal_direction,country,state_province_island,city_town,region,year,date,depth (m),organism_code,type,s1 (0-20m),s2 (25-45m),s3 (50-70m),s4 (75-95m),fish_recorded_by,inverts_recorded_by,errors,what_errors
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Grouper 30-40 cm,Fish,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Grouper 40-50 cm,Fish,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Grouper 50-60 cm,Fish,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Grouper > 60 cm,Fish,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Grouper Total,Fish,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Banded Coral Shrimp,Invertebrate,0,1,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Diadema,Invertebrate,4,2,1,6,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Pencil Urchin,Invertebrate,8,1,1,2,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Tripneustes,Invertebrate,3,0,0,3,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Triton,Invertebrate,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Flamingo Tongue,Invertebrate,0,2,2,7,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Gorgonian,Invertebrate,110,180,160,170,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Lobster,Invertebrate,0,0,1,1,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Coral Damage Anchor,Impact,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Coral Damage Dynamite,Impact,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Coral Damage Other,Impact,0,0,2,1,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Trash Fish Nets,Impact,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Trash General,Impact,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Bleaching (% Of Population),Impact,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Bleaching (% Of Colony),Impact,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Black Band,Impact,2,0,7,2,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,White Band,Impact,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,White Plague,Impact,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Aspergillosis,Impact,37,15,13,11,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Sharks,Rare Animal,0,0,0,2,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Turtles,Rare Animal,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Mantas,Rare Animal,1,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
2b11c3cc-a515-46b0-b2cc-596f41fe7c09,05b19eaf-80f2-4b39-8037-9c053995ada3,66.1.9.7W.18.27.1.4N,Isla Verde (Reserva Marina Arrecife Isla Verde),"18.450389, -66.019361",66,1,9.7,W,18,27,1.4,N,Puerto Rico,"",Carolina,Atlantic,2023,09-June-23,3.7,Lionfish,Rare Animal,0,0,0,0,Paco Lopez Mujica,"Fernando Rodriguez - Negron, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Butterflyfish,Fish,2,2,0,2,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Haemulidae,Fish,1,13,0,8,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Snapper,Fish,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Parrotfish,Fish,1,0,0,1,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Moray Eel,Fish,0,1,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Nassau Grouper 30-40 cm,Fish,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Nassau Grouper 40-50 cm,Fish,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Nassau Grouper 50-60 cm,Fish,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Nassau Grouper > 60 cm,Fish,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Nassau Grouper Total,Fish,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Grouper 30-40 cm,Fish,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Grouper 40-50 cm,Fish,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Grouper 50-60 cm,Fish,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Grouper > 60 cm,Fish,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Grouper Total,Fish,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Banded Coral Shrimp,Invertebrate,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Diadema,Invertebrate,1,5,29,1,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Pencil Urchin,Invertebrate,0,3,5,10,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Tripneustes,Invertebrate,1,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Triton,Invertebrate,0,0,0,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
ab6a93ce-8fff-41c3-b89a-258a347afe17,61dcf9c7-7aaa-40a4-959a-7f284e21d445,66.17.41.0W.18.29.34.0N,Puerto Nuevo,"18.492778, -66.294722",66,17,41.0,W,18,29,34.0,N,Puerto Rico,"",Vega Baja,Atlantic,2023,24-June-23,3.3,Flamingo Tongue,Invertebrate,0,4,1,0,Valerie Acota - Rodriguez,"Carolina Aragonés-Fred, Joel Melendez-Diaz","",""
