REGION,PRIMARY_SAMPLE_UNIT,STATION_NR,YEAR,MONTH,DAY,HABITAT_CD,STRAT,RUGOSITY_CD,WTD_RUG,LAT_DEGREES,LON_DEGREES,MAPGRID_NR,SUB_REGION_NAME,SUB_REGION_NR,ZONE_NAME,ZONE_NR,MPA_NAME,MPA_NR,ADMIN,PROT,DEPTH_STRAT,MIN_DEPTH,MAX_DEPTH,METERS_COMPLETED,SPECIES_CD,SPECIES_NAME,N,JUV,MAX_DIAMETER,PERP_DIAMETER,HEIGHT,OLD_MORT,RECENT_MORT,BLEACH_CONDITION,DISEASE
PRICO,1011,1,2016,8,31,BDRK,BDRK_SHLW,NA,0.846666667,18.31629,-65.33055,10886562,EPRICO,NA,NA,NA,NA,NA,CLP,NA,SHLW,3.352799893,5.486399824,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1012,1,2016,8,31,PTRF,PTRF_SHLW,NA,0.35,18.305283,-65.327977,10721400,EPRICO,NA,NA,NA,NA,NA,CLP,NA,SHLW,3.657599883,4.571999854,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1013,1,2016,8,31,SCR,SCR_SHLW,NA,0.27,18.311843,-65.316809,10824653,EPRICO,NA,NA,NA,NA,NA,CLP,NA,SHLW,3.352799893,3.962399873,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1014,1,2016,7,22,PVMT,PVMT_SHLW,NA,0.443333333,18.30248,-65.326145,10680112,EPRICO,NA,NA,NA,NA,NA,CLP,NA,SHLW,7.924799746,8.839199717,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1015,1,2016,8,31,PTRF,PTRF_SHLW,NA,0.243333333,18.30888,-65.327348,10776457,EPRICO,NA,NA,NA,NA,NA,CLP,NA,SHLW,5.791199815,6.095999805,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1017,1,2016,7,19,SCR,SCR_SHLW,NA,0.27,18.321507,-65.32755,10969152,EPRICO,NA,NA,NA,NA,NA,CLP,NA,SHLW,10.66799966,10.66799966,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1018,1,2016,6,7,AGRF,AGRF_DEEP,NA,0.376666667,18.3901,-65.56336,11945894,EPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,27.73679911,29.56559905,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1019,1,2016,6,7,AGRF,AGRF_DEEP,NA,0.416666667,18.3915,-65.57132,11966523,EPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,23.46959925,24.9935992,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1020,1,2016,6,8,PTRF,PTRF_DEEP,NA,0.616666667,18.35498,-65.56694,11409092,EPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,11.88719962,14.93519952,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1021,1,2016,6,9,PTRF,PTRF_DEEP,NA,0.423333333,18.38077,-65.55602,11808270,EPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,22.85999927,24.9935992,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1024,1,2016,6,9,PVMT,PVMT_DEEP,NA,0.323333333,18.35796,-65.51013,11471150,EPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,14.93519952,15.84959949,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1026,1,2016,6,8,PVMT,PVMT_DEEP,NA,0.283333333,18.36506,-65.5006,11581282,EPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,28.0415991,29.26079906,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1027,1,2016,6,8,PVMT,PVMT_DEEP,NA,0.176666667,18.36408,-65.49566,11567528,EPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,24.68879921,25.90799917,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1028,1,2016,6,10,PVMT,PVMT_DEEP,NA,0.31,18.3698,-65.52486,11650050,EPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,21.03119933,24.9935992,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1029,1,2016,6,10,PTRF,PTRF_DEEP,NA,0.296666667,18.33913,-65.55685,11175126,EPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,18.8975994,19.50719938,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1030,1,2016,6,9,PTRF,PTRF_DEEP,NA,0.723333333,18.39148,-65.57402,11966517,EPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,24.9935992,26.51759915,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1031,1,2016,6,9,PVMT,PVMT_SHLW,NA,0.27,18.33812,-65.5616,11154470,EPRICO,NA,NA,NA,NA,NA,NER,NA,SHLW,4.571999854,5.486399824,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1035,1,2016,6,7,PTRF,PTRF_SHLW,NA,0.816666667,18.3765,-65.57025,11705010,EPRICO,NA,NA,NA,NA,NA,NER,NA,SHLW,2.438399922,6.095999805,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1037,1,2016,6,10,AGRF,AGRF_SHLW,NA,0.243333333,18.34444,-65.56046,11250820,EPRICO,NA,NA,NA,NA,NA,NER,NA,SHLW,1.828799941,2.438399922,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1040,1,2016,6,7,PVMT,PVMT_SHLW,NA,0.216666667,18.37651,-65.56044,11739441,EPRICO,NA,NA,NA,NA,NA,NER,NA,SHLW,8.839199717,9.143999707,10,ACR CERV,Acropora cervicornis,1,0,19,18,14,1,0,N,A
PRICO,1042,1,2016,6,14,PVMT,PVMT_SHLW,NA,0.203333333,18.38037,-65.61176,11787506,EPRICO,NA,NA,NA,NA,NA,NER,NA,SHLW,8.839199717,8.839199717,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1043,1,2016,8,29,AGRF,AGRF_DEEP,NA,0.683333333,18.272219,-65.193576,10260592,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,29.26079906,30.47999902,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1045,1,2016,8,30,AGRF,AGRF_DEEP,NA,0.323333333,18.312353,-65.219586,10859269,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.80159959,13.41119957,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1048,1,2016,6,15,PTRF,PTRF_DEEP,NA,0.336666667,18.22877,-65.41286,9530638,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,21.33599932,21.64079931,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1049,1,2016,7,18,PTRF,PTRF_DEEP,NA,0.336666667,18.235233,-65.371033,9640838,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,22.55519928,23.77439924,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1050,1,2016,7,18,PTRF,PTRF_DEEP,NA,0.43,18.25028,-65.227336,9909540,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,24.38399922,24.9935992,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1053,1,2016,8,29,PTRF,PTRF_DEEP,NA,0.563333333,18.284822,-65.242424,10432538,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.71599956,15.23999951,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1054,1,2016,7,22,PTRF,PTRF_DEEP,NA,0.483333333,18.286095,-65.296985,10439304,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.63039953,15.84959949,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1057,1,2016,6,17,PVMT,PVMT_DEEP,NA,0.27,18.25686,-65.52937,9922664,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,9.753599688,10.36319967,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1059,1,2016,6,17,PVMT,PVMT_DEEP,NA,0.296666667,18.2782,-65.4778,10266872,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.5447995,16.76399946,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1063,1,2016,6,17,PVMT,PVMT_DEEP,NA,0.243333333,18.28798,-65.52086,10404420,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,16.45919947,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1067,1,2016,8,31,PVMT,PVMT_DEEP,NA,0.283333333,18.35649,-65.34166,11499035,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,23.16479926,24.07919923,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1071,1,2016,8,12,AGRF,AGRF_DEEP,NA,0.456666667,18.09886,-65.70934,7465415,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,16.45919947,17.67839943,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1075,1,2016,8,12,SCR,SCR_DEEP,NA,0.176666667,18.111264,-65.644024,7672013,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,22.55519928,22.85999927,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1076,1,2016,8,12,PVMT,PVMT_DEEP,NA,0.176666667,18.122443,-65.635321,7844081,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,17.67839943,17.98319942,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1077,1,2016,6,16,PVMT,PVMT_DEEP,NA,0.256666667,18.1272,-65.688,7905907,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.71599956,14.02079955,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1078,1,2016,6,16,PVMT,PVMT_DEEP,NA,0.256666667,18.13183,-65.66637,7981655,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.5447995,16.15439948,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1079,1,2016,6,16,PVMT,PVMT_DEEP,NA,0.243333333,18.13252,-65.67904,7988510,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.80159959,12.80159959,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1081,1,2016,8,30,SCR,SCR_DEEP,NA,0.15,18.264866,-65.247047,10129721,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,25.90799917,25.90799917,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1084,1,2016,8,12,SCR,SCR_DEEP,NA,0.15,18.10017,-65.70096,7486079,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,21.33599932,21.33599932,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1087,1,2016,8,10,AGRF,AGRF_SHLW,NA,0.543333333,18.08695,-65.44341,7355867,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,6.400799795,9.143999707,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1088,1,2016,8,11,AGRF,AGRF_SHLW,NA,0.39,18.09861,-65.37817,7555583,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,11.27759964,11.58239963,10,ACR CERV,Acropora cervicornis,1,0,50,30,30,90,0,N,A
PRICO,1093,1,2016,8,30,PTRF,PTRF_SHLW,NA,0.483333333,18.319596,-65.240363,10962455,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,10.97279965,11.58239963,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1096,1,2016,6,15,PTRF,PTRF_SHLW,NA,0.27,18.1633,-65.50648,8505024,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,7.924799746,9.143999707,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1097,1,2016,6,16,PTRF,PTRF_SHLW,NA,0.323333333,18.18834,-65.65147,8848816,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,7.619999756,7.924799746,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1099,1,2016,6,17,PVMT,PVMT_SHLW,NA,0.27,18.27109,-65.47798,10156760,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,11.27759964,11.58239963,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1102,1,2016,8,30,PVMT,PVMT_SHLW,NA,0.176666667,18.341658,-65.267193,11292733,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,10.05839968,10.97279965,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1105,1,2016,8,11,PVMT,PVMT_SHLW,NA,0.176666667,18.11506,-65.33433,7817191,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,9.448799698,9.753599688,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1106,1,2016,8,11,PVMT,PVMT_SHLW,NA,0.243333333,18.11886,-65.31816,7879163,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,9.448799698,9.448799698,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1107,1,2016,6,15,PVMT,PVMT_SHLW,NA,0.176666667,18.15031,-65.48879,8312366,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,4.267199863,4.876799844,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1109,1,2016,8,29,SCR,SCR_SHLW,NA,0.27,18.280533,-65.280868,10356755,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,6.400799795,7.619999756,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1111,1,2016,8,10,PVMT,PVMT_SHLW,NA,0.163333333,18.08595,-65.56237,7307441,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,6.400799795,6.705599785,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1122,1,2016,7,19,PTRF,PTRF_DEEP,NA,0.19,18.310416,-65.326264,10797105,EPRICO,NA,NA,NA,NA,NA,CLP,NA,DEEP,16.45919947,17.06879945,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,1164,1,2016,6,8,SCR,SCR_SHLW,NA,0.19,18.34315,-65.53499,11237110,EPRICO,NA,NA,NA,NA,NA,NER,NA,SHLW,12.4967996,12.4967996,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2000,1,2016,6,13,AGRF,AGRF_DEEP,NA,1.063333333,18.38606,-65.63689,11863155,NPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,10.05839968,10.66799966,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2001,1,2017,8,30,AGRF,AGRF_DEEP,NA,0.523333333,18.40299,-65.70809,12103873,NPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,17.37359944,19.50719938,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2003,1,2016,6,14,AGRF,AGRF_DEEP,NA,1.05,18.38508,-65.64596,11849372,NPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,14.93519952,16.76399946,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2004,1,2016,6,14,SCR,SCR_DEEP,NA,0.163333333,18.39865,-65.64596,12055831,NPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,21.33599932,21.33599932,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2005,1,2017,8,30,PVMT,PVMT_DEEP,NA,0.883333333,18.40328,-65.72664,12103834,NPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,12.4967996,14.02079955,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2006,1,2016,6,14,SCR,SCR_DEEP,NA,0.15,18.40341,-65.64742,12124648,NPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,23.16479926,23.16479926,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2008,1,2016,6,13,PVMT,PVMT_DEEP,NA,0.31,18.41384,-65.61424,12296767,NPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,25.29839919,26.21279916,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2017,1,2017,8,30,PTRF,PTRF_SHLW,NA,0.403333333,18.38358,-65.71718,11801046,NPRICO,NA,NA,NA,NA,NA,NER,NA,SHLW,0.60959998,1.219199961,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2021,1,2016,6,13,AGRF,AGRF_SHLW,NA,0.603333333,18.37714,-65.65349,11725480,NPRICO,NA,NA,NA,NA,NA,NER,NA,SHLW,7.010399776,8.534399727,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2023,1,2017,5,30,AGRF,AGRF_DEEP,NA,0.873333333,18.29299,-67.24068,10111738,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,8.534399727,10.36319967,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2024,1,2017,5,30,AGRF,AGRF_DEEP,NA,0.676666667,18.2929,-67.23992,10111739,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,10.05839968,11.27759964,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2025,1,2017,5,29,PVMT,PVMT_DEEP,NA,0.19,18.35145,-67.27426,10999444,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,17.37359944,17.67839943,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2026,1,2017,5,29,AGRF,AGRF_DEEP,NA,0.55,18.38797,-67.23156,11563857,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,17.37359944,17.37359944,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2027,1,2017,5,29,AGRF,AGRF_DEEP,NA,0.503333333,18.39052,-67.22318,11605167,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,16.45919947,17.67839943,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2031,1,2017,9,1,SCR,SCR_SHLW,NA,0.243333333,18.46334,-66.05654,12935856,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,8.229599737,8.534399727,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2032,1,2017,9,1,AGRF,AGRF_SHLW,NA,0.403333333,18.46289,-66.00464,12942848,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.352799893,3.962399873,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2045,1,2017,5,29,AGRF,AGRF_SHLW,NA,0.6,18.3567,-67.27304,11082030,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,7.619999756,7.924799746,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2046,1,2017,9,1,AGRF,AGRF_SHLW,NA,1.183333333,18.45371,-66.02283,12798288,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,4.876799844,5.486399824,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2050,1,2017,8,31,AGRF,AGRF_DEEP,NA,0.636666667,18.38389,-65.65499,11828706,NPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,12.4967996,13.71599956,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2052,1,2017,8,31,PTRF,PTRF_DEEP,NA,0.23,18.38084,-65.65386,11780535,NPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,10.05839968,12.80159959,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2053,1,2017,8,31,PTRF,PTRF_DEEP,NA,0.836666667,18.39228,-65.63861,11959499,NPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,15.23999951,17.06879945,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2056,1,2017,8,31,PVMT,PVMT_DEEP,NA,0.216666667,18.40358,-65.63886,12131548,NPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,20.72639934,21.03119933,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2057,1,2017,8,30,AGRF,AGRF_DEEP,NA,0.623333333,18.41325,-65.74689,12248313,NPRICO,NA,NA,NA,NA,NA,NER,NA,DEEP,12.4967996,14.32559954,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2065,1,2017,8,31,BDRK,BDRK_SHLW,NA,1.566666667,18.37875,-65.64167,11753033,NPRICO,NA,NA,NA,NA,NA,NER,NA,SHLW,3.047999902,6.095999805,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2076,1,2017,5,31,AGRF,AGRF_DEEP,NA,0.557142857,18.29261,-67.24162,10111736,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.10639958,17.67839943,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,2078,1,2017,5,31,AGRF,AGRF_DEEP,NA,0.296666667,18.29648,-67.24607,10166783,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,20.72639934,21.9455993,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,3000,1,2016,9,13,AGRF,AGRF_DEEP,NA,0.843333333,18.37813,-67.483492,11377511,SWPRICO,NA,NA,NA,NA,NA,DESE,NA,DEEP,17.67839943,20.11679936,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,3002,1,2016,8,23,PVMT,PVMT_DEEP,NA,0.376666667,18.38568,-67.471123,11494531,SWPRICO,NA,NA,NA,NA,NA,DESE,NA,DEEP,26.21279916,27.43199912,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
